subset,model,split,rmse_mean,mae_mean,nasa_s_score_mean,critical_rmse_50_mean,overestimation_ratio_mean,overestimation_magnitude_mean
FD001,tcn,test,17.313646553026082,13.020024485588074,654.0603150736201,10.673168851141549,0.55,7.315637950897217
FD002,tcn,test,16.760625770170805,12.72508241280319,1234.0497937568964,8.964733352361154,0.4774774774774774,5.490921207683274
FD003,tcn,test,18.890550193387718,13.91968420902888,1245.591309598171,13.700073613006916,0.48,8.002098016738891
FD004,tcn,test,19.279861410159125,14.598569284203233,2230.7847421679094,13.720764948358203,0.5174731182795699,7.322619297171151
