subset,split,model,job_name,seed,rmse,mae,nasa_s_score,critical_rmse_30,critical_rmse_50,overestimation_ratio,overestimation_magnitude
FD001,test,Dual-LSTM-cycle,dual_cycle_h64_l1_w30,42,14.284017250570372,10.95651985168457,373.7285532389542,4.865853123685445,5.768787311319824,0.66,6.953605585098266
FD001,test,Dual-LSTM-no-cycle,dual_no_cycle_h64_l1_w30,42,14.547377723648443,10.752580499649047,306.53564912937014,3.987563650541031,5.30783351903917,0.58,5.268186826705932
FD001,test,Dual-LSTM-cycle-safety-w2,dual_cycle_safety_w2_h64_l1_w30,42,14.921037605847168,10.34337598323822,304.8946399788627,3.0970584381771027,4.582572115886456,0.43,3.069028167724609
FD001,test,lstm,lstm_baseline_h64_l1_w30,42,15.378351963169624,11.8943301486969,403.4836515920478,4.841429907730186,6.067820113604765,0.66,7.972584896087646
FD001,validation,lstm,lstm_baseline_h64_l1_w30,42,13.536199756750674,9.66725569608232,17322.02717912349,5.052451434085663,8.987009893506476,0.4920537897310513,5.893303074379859
FD001,validation,Dual-LSTM-cycle,dual_cycle_h64_l1_w30,42,13.645230432801233,9.931505853578924,12720.315636310394,4.561106515994348,7.420221642198689,0.5495110024449877,5.792986025510032
FD001,validation,Dual-LSTM-no-cycle,dual_no_cycle_h64_l1_w30,42,13.756634076849126,10.137518124377086,11833.045424705042,4.521955980262295,6.995076551039061,0.4679095354523227,4.795159967156232
FD001,validation,Dual-LSTM-cycle-safety-w2,dual_cycle_safety_w2_h64_l1_w30,42,14.195066174881898,10.424420081179198,11957.347609260389,3.120950406824416,6.690411443037122,0.3578850855745721,3.1804617906676964
