subset,model,seed,window_size,max_rul,trigger_column,lead_time,maintenance_rate,early_maintenance_rate,late_maintenance_rate,missed_critical_rate,expected_cost,oracle_expected_cost,decision_regret,policy,cost_scenario,preventive_cost,early_cost_per_cycle,late_cost,missed_critical_cost,critical_threshold
FD002,ridge,42,30,130,y_pred,50.0,0.25868725868725867,0.003861003861003861,0.08494208494208494,0.007722007722007722,1.4172200772200771,0.33976833976833976,1.0774517374517374,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,ridge,43,30,130,y_pred,10.0,0.08108108108108109,0.03861003861003861,0.04247104247104247,0.15444015444015444,6.687258687258687,0.08494208494208494,6.602316602316602,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,ridge,43,30,130,y_pred,20.0,0.1274131274131274,0.007722007722007722,0.08494208494208494,0.10810810810810811,5.3018532818532815,0.20463320463320464,5.097220077220077,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,ridge,43,30,130,y_pred,30.0,0.17374517374517376,0.007722007722007722,0.0694980694980695,0.0694980694980695,3.649189189189189,0.23552123552123552,3.4136679536679537,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,ridge,43,30,130,y_pred,50.0,0.25868725868725867,0.003861003861003861,0.08494208494208494,0.007722007722007722,1.4172200772200771,0.33976833976833976,1.0774517374517374,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,ridge,44,30,130,y_pred,10.0,0.07722007722007722,0.03474903474903475,0.04247104247104247,0.1583011583011583,6.8376833976833975,0.08494208494208494,6.752741312741313,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,ridge,44,30,130,y_pred,20.0,0.12355212355212356,0.007722007722007722,0.0888030888030888,0.11196911196911197,5.49104247104247,0.20463320463320464,5.286409266409266,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,ridge,44,30,130,y_pred,30.0,0.17374517374517376,0.007722007722007722,0.0694980694980695,0.0694980694980695,3.649189189189189,0.23552123552123552,3.4136679536679537,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,ridge,44,30,130,y_pred,50.0,0.25868725868725867,0.003861003861003861,0.08494208494208494,0.007722007722007722,1.4172200772200771,0.33976833976833976,1.0774517374517374,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,tcn,42,30,130,y_pred,10.0,0.03861003861003861,0.003861003861003861,0.05019305019305019,0.1969111969111969,8.417297297297297,0.08494208494208494,8.332355212355212,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,tcn,42,30,130,y_pred,20.0,0.1776061776061776,0.007722007722007722,0.03474903474903475,0.05791505791505792,2.8423938223938228,0.20463320463320464,2.637760617760618,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,tcn,42,30,130,y_pred,30.0,0.23166023166023167,0.007722007722007722,0.011583011583011582,0.011583011583011582,0.8114285714285713,0.23552123552123552,0.575907335907336,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,tcn,42,30,130,y_pred,50.0,0.3474903474903475,0.04247104247104247,0.03474903474903475,0.0,0.7051737451737451,0.33976833976833976,0.3654054054054054,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,tcn,43,30,130,y_pred,10.0,0.023166023166023165,0.003861003861003861,0.06563706563706563,0.21235521235521235,9.174440154440155,0.08494208494208494,9.08949806949807,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,tcn,43,30,130,y_pred,20.0,0.17374517374517376,0.011583011583011582,0.04247104247104247,0.06177606177606178,3.0703474903474905,0.20463320463320464,2.8657142857142857,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,tcn,43,30,130,y_pred,30.0,0.22007722007722008,0.003861003861003861,0.019305019305019305,0.019305019305019305,1.1854054054054053,0.23552123552123552,0.9498841698841699,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,tcn,43,30,130,y_pred,50.0,0.3204633204633205,0.011583011583011582,0.03088803088803089,0.0,0.6301930501930502,0.33976833976833976,0.2904247104247104,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,tcn,44,30,130,y_pred,10.0,0.0888030888030888,0.04247104247104247,0.03861003861003861,0.14671814671814673,6.347181467181468,0.08494208494208494,6.2622393822393825,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,tcn,44,30,130,y_pred,20.0,0.2084942084942085,0.019305019305019305,0.015444015444015444,0.03474903474903475,1.7558301158301157,0.20463320463320464,1.551196911196911,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,tcn,44,30,130,y_pred,30.0,0.25096525096525096,0.019305019305019305,0.003861003861003861,0.003861003861003861,0.4469498069498069,0.23552123552123552,0.2114285714285714,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD002,tcn,44,30,130,y_pred,50.0,0.3281853281853282,0.015444015444015444,0.02702702702702703,0.0,0.6004633204633205,0.33976833976833976,0.26069498069498076,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,cnn,42,30,130,y_pred,10.0,0.01,0.01,0.06,0.19,8.2114,0.06,8.1514,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,cnn,42,30,130,y_pred,20.0,0.07,0.01,0.08,0.13,6.071000000000001,0.14,5.931,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,cnn,42,30,130,y_pred,30.0,0.14,0.01,0.07,0.07,3.6401999999999997,0.2,3.4402,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,cnn,42,30,130,y_pred,50.0,0.26,0.04,0.07,0.03,2.1748000000000003,0.29,1.8848000000000003,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,cnn,43,30,130,y_pred,10.0,0.05,0.01,0.02,0.15,6.2501999999999995,0.06,6.1902,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,cnn,43,30,130,y_pred,20.0,0.09,0.01,0.06,0.11,5.091,0.14,4.9510000000000005,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,cnn,43,30,130,y_pred,30.0,0.16,0.02,0.06,0.06,3.1612,0.2,2.9612,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,cnn,43,30,130,y_pred,50.0,0.27,0.05,0.07,0.03,2.1864000000000003,0.29,1.8964,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,cnn,44,30,130,y_pred,10.0,0.04,0.0,0.02,0.16,6.64,0.06,6.58,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,cnn,44,30,130,y_pred,20.0,0.09,0.01,0.06,0.11,5.091,0.14,4.9510000000000005,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,cnn,44,30,130,y_pred,30.0,0.15,0.02,0.07,0.07,3.6512000000000002,0.2,3.4512,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,cnn,44,30,130,y_pred,50.0,0.27,0.04,0.06,0.03,2.0778000000000003,0.29,1.7878,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gradient_boosting,42,30,130,y_pred,10.0,0.05,0.0,0.01,0.15,6.15,0.06,6.09,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gradient_boosting,42,30,130,y_pred,20.0,0.12,0.0,0.02,0.08,3.52,0.14,3.38,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gradient_boosting,42,30,130,y_pred,30.0,0.19,0.02,0.03,0.03,1.6912,0.2,1.4912,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gradient_boosting,42,30,130,y_pred,50.0,0.29,0.01,0.01,0.0,0.3942,0.29,0.1042,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gradient_boosting,43,30,130,y_pred,10.0,0.05,0.0,0.01,0.15,6.15,0.06,6.09,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gradient_boosting,43,30,130,y_pred,20.0,0.12,0.01,0.03,0.09,4.022200000000001,0.14,3.8822,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gradient_boosting,43,30,130,y_pred,30.0,0.2,0.02,0.02,0.02,1.2012,0.2,1.0012,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gradient_boosting,43,30,130,y_pred,50.0,0.31,0.03,0.01,0.0,0.41619999999999996,0.29,0.1262,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gradient_boosting,44,30,130,y_pred,10.0,0.06,0.01,0.01,0.14,5.7602,0.06,5.7002,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gradient_boosting,44,30,130,y_pred,20.0,0.14,0.01,0.01,0.07,3.0422000000000002,0.14,2.9022,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gradient_boosting,44,30,130,y_pred,30.0,0.19,0.02,0.03,0.03,1.6912,0.2,1.4912,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gradient_boosting,44,30,130,y_pred,50.0,0.29,0.02,0.02,0.0,0.4952,0.29,0.2052,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru,42,30,130,y_pred,10.0,0.04,0.0,0.02,0.16,6.64,0.06,6.58,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru,42,30,130,y_pred,20.0,0.12,0.01,0.03,0.08,3.6210000000000004,0.14,3.4810000000000003,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru,42,30,130,y_pred,30.0,0.2,0.01,0.01,0.01,0.701,0.2,0.501,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru,42,30,130,y_pred,50.0,0.29,0.01,0.01,0.0,0.391,0.29,0.10099999999999999,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru,43,30,130,y_pred,10.0,0.05,0.0,0.01,0.15,6.15,0.06,6.09,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru,43,30,130,y_pred,20.0,0.12,0.02,0.04,0.09,4.124,0.14,3.984,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru,43,30,130,y_pred,30.0,0.17,0.01,0.04,0.04,2.171,0.2,1.9709999999999999,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru,43,30,130,y_pred,50.0,0.3,0.04,0.03,0.0,0.6148,0.29,0.3248,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru,44,30,130,y_pred,10.0,0.05,0.0,0.01,0.15,6.15,0.06,6.09,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru,44,30,130,y_pred,20.0,0.1,0.0,0.04,0.1,4.5,0.14,4.36,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru,44,30,130,y_pred,30.0,0.2,0.01,0.01,0.01,0.701,0.2,0.501,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru,44,30,130,y_pred,50.0,0.27,0.0,0.02,0.0,0.47,0.29,0.18,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru_safety_mse,42,30,130,y_pred,10.0,0.06,0.0,0.0,0.14,5.66,0.06,5.6,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru_safety_mse,42,30,130,y_pred,20.0,0.14,0.01,0.01,0.06,2.641,0.14,2.501,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru_safety_mse,42,30,130,y_pred,30.0,0.21,0.02,0.01,0.01,0.7112,0.2,0.5112,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru_safety_mse,42,30,130,y_pred,50.0,0.3,0.03,0.02,0.0,0.503,0.29,0.21299999999999997,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru_safety_mse,43,30,130,y_pred,10.0,0.06,0.01,0.01,0.14,5.7636,0.06,5.7036,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru_safety_mse,43,30,130,y_pred,20.0,0.13,0.03,0.04,0.08,3.7356,0.14,3.5956,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru_safety_mse,43,30,130,y_pred,30.0,0.19,0.02,0.03,0.03,1.6912,0.2,1.4912,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru_safety_mse,43,30,130,y_pred,50.0,0.35,0.09,0.03,0.0,0.6812,0.29,0.3912,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru_safety_mse,44,30,130,y_pred,10.0,0.05,0.01,0.02,0.15,6.2501999999999995,0.06,6.1902,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru_safety_mse,44,30,130,y_pred,20.0,0.13,0.0,0.01,0.07,3.03,0.14,2.89,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru_safety_mse,44,30,130,y_pred,30.0,0.21,0.01,0.0,0.0,0.21100000000000002,0.2,0.011000000000000001,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,gru_safety_mse,44,30,130,y_pred,50.0,0.32,0.04,0.01,0.0,0.42719999999999997,0.29,0.13720000000000002,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,lstm,42,30,130,y_pred,10.0,0.06,0.0,0.0,0.14,5.66,0.06,5.6,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,lstm,42,30,130,y_pred,20.0,0.1,0.0,0.04,0.1,4.5,0.14,4.36,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,lstm,42,30,130,y_pred,30.0,0.2,0.01,0.01,0.01,0.7001999999999999,0.2,0.5002,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,lstm,42,30,130,y_pred,50.0,0.3,0.01,0.0,0.0,0.3016,0.29,0.0116,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,lstm,43,30,130,y_pred,10.0,0.04,0.0,0.02,0.16,6.64,0.06,6.58,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,lstm,43,30,130,y_pred,20.0,0.11,0.0,0.03,0.09,4.01,0.14,3.87,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,lstm,43,30,130,y_pred,30.0,0.17,0.01,0.04,0.04,2.171,0.2,1.9709999999999999,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,lstm,43,30,130,y_pred,50.0,0.29,0.01,0.01,0.0,0.39159999999999995,0.29,0.1016,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,lstm,44,30,130,y_pred,10.0,0.07,0.01,0.0,0.13,5.2702,0.06,5.2101999999999995,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,lstm,44,30,130,y_pred,20.0,0.12,0.0,0.02,0.08,3.52,0.14,3.38,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,lstm,44,30,130,y_pred,30.0,0.2,0.01,0.01,0.01,0.7001999999999999,0.2,0.5002,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,lstm,44,30,130,y_pred,50.0,0.3,0.01,0.0,0.0,0.3016,0.29,0.0116,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,random_forest,42,30,130,y_pred,10.0,0.05,0.0,0.01,0.15,6.15,0.06,6.09,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,random_forest,42,30,130,y_pred,20.0,0.12,0.0,0.02,0.08,3.52,0.14,3.38,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,random_forest,42,30,130,y_pred,30.0,0.19,0.02,0.03,0.03,1.6912,0.2,1.4912,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,random_forest,42,30,130,y_pred,50.0,0.28,0.01,0.02,0.0,0.48120000000000007,0.29,0.1912,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,random_forest,43,30,130,y_pred,10.0,0.05,0.0,0.01,0.15,6.15,0.06,6.09,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,random_forest,43,30,130,y_pred,20.0,0.12,0.0,0.02,0.08,3.52,0.14,3.38,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,random_forest,43,30,130,y_pred,30.0,0.21,0.02,0.01,0.01,0.7112,0.2,0.5112,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,random_forest,43,30,130,y_pred,50.0,0.28,0.02,0.03,0.0,0.5820000000000001,0.29,0.292,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,random_forest,44,30,130,y_pred,10.0,0.06,0.0,0.0,0.14,5.66,0.06,5.6,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,random_forest,44,30,130,y_pred,20.0,0.13,0.0,0.01,0.07,3.03,0.14,2.89,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,random_forest,44,30,130,y_pred,30.0,0.19,0.02,0.03,0.03,1.6912,0.2,1.4912,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,random_forest,44,30,130,y_pred,50.0,0.28,0.02,0.03,0.0,0.5817999999999999,0.29,0.2918,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,ridge,42,30,130,y_pred,10.0,0.08,0.03,0.01,0.12,4.9834000000000005,0.06,4.9234,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,ridge,42,30,130,y_pred,20.0,0.08,0.0,0.06,0.12,5.48,0.14,5.34,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,ridge,42,30,130,y_pred,30.0,0.15,0.0,0.05,0.05,2.65,0.2,2.45,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,ridge,42,30,130,y_pred,50.0,0.22,0.0,0.07,0.02,1.72,0.29,1.43,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,ridge,43,30,130,y_pred,10.0,0.06,0.02,0.02,0.14,5.8626,0.06,5.8026,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,ridge,43,30,130,y_pred,20.0,0.11,0.01,0.04,0.09,4.1116,0.14,3.9716000000000005,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,ridge,43,30,130,y_pred,30.0,0.16,0.0,0.04,0.04,2.16,0.2,1.96,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,ridge,43,30,130,y_pred,50.0,0.22,0.0,0.07,0.01,1.32,0.29,1.03,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,ridge,44,30,130,y_pred,10.0,0.08,0.03,0.01,0.12,4.9834000000000005,0.06,4.9234,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,ridge,44,30,130,y_pred,20.0,0.11,0.01,0.04,0.09,4.1116,0.14,3.9716000000000005,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,ridge,44,30,130,y_pred,30.0,0.16,0.0,0.04,0.04,2.16,0.2,1.96,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,ridge,44,30,130,y_pred,50.0,0.22,0.0,0.07,0.02,1.72,0.29,1.43,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,tcn,42,30,130,y_pred,10.0,0.11,0.05,0.0,0.1,4.1204,0.06,4.0604000000000005,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,tcn,42,30,130,y_pred,20.0,0.16,0.03,0.01,0.05,2.2654,0.14,2.1254000000000004,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,tcn,42,30,130,y_pred,30.0,0.2,0.02,0.02,0.02,1.2012,0.2,1.0012,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,tcn,42,30,130,y_pred,50.0,0.32,0.06,0.03,0.0,0.6359999999999999,0.29,0.34600000000000003,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,tcn,43,30,130,y_pred,10.0,0.1,0.05,0.01,0.1,4.2056000000000004,0.06,4.1456,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,tcn,43,30,130,y_pred,20.0,0.14,0.02,0.02,0.06,2.7426000000000004,0.14,2.6026000000000007,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,tcn,43,30,130,y_pred,30.0,0.19,0.02,0.03,0.03,1.6912,0.2,1.4912,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,tcn,43,30,130,y_pred,50.0,0.32,0.06,0.03,0.0,0.629,0.29,0.33899999999999997,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,tcn,44,30,130,y_pred,10.0,0.07,0.01,0.0,0.13,5.2707999999999995,0.06,5.210799999999999,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,tcn,44,30,130,y_pred,20.0,0.14,0.01,0.01,0.06,2.641,0.14,2.501,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,tcn,44,30,130,y_pred,30.0,0.21,0.02,0.01,0.01,0.7112,0.2,0.5112000000000001,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD003,tcn,44,30,130,y_pred,50.0,0.28,0.02,0.03,0.0,0.5820000000000001,0.29,0.292,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gradient_boosting,42,30,130,y_pred,10.0,0.028225806451612902,0.016129032258064516,0.04435483870967742,0.18548387096774194,7.893387096774194,0.056451612903225805,7.836935483870968,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gradient_boosting,42,30,130,y_pred,20.0,0.10887096774193548,0.012096774193548387,0.06451612903225806,0.10887096774193548,5.110564516129033,0.16129032258064516,4.949274193548387,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gradient_boosting,42,30,130,y_pred,30.0,0.1774193548387097,0.024193548387096774,0.06048387096774194,0.06048387096774194,3.2040322580645157,0.21370967741935484,2.9903225806451608,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gradient_boosting,42,30,130,y_pred,50.0,0.2782258064516129,0.028225806451612902,0.07258064516129033,0.016129032258064516,1.657016129032258,0.3225806451612903,1.3344354838709678,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gradient_boosting,43,30,130,y_pred,10.0,0.020161290322580645,0.012096774193548387,0.04838709677419355,0.1935483870967742,8.247258064516128,0.056451612903225805,8.190806451612904,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gradient_boosting,43,30,130,y_pred,20.0,0.10887096774193548,0.016129032258064516,0.06854838709677419,0.10887096774193548,5.1510483870967745,0.16129032258064516,4.9897580645161295,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gradient_boosting,43,30,130,y_pred,30.0,0.18548387096774194,0.024193548387096774,0.05241935483870968,0.05241935483870968,2.8088709677419357,0.21370967741935484,2.5951612903225802,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gradient_boosting,43,30,130,y_pred,50.0,0.27419354838709675,0.024193548387096774,0.07258064516129033,0.016129032258064516,1.6513709677419355,0.3225806451612903,1.3287903225806452,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gradient_boosting,44,30,130,y_pred,10.0,0.024193548387096774,0.016129032258064516,0.04838709677419355,0.18951612903225806,8.090967741935483,0.056451612903225805,8.034516129032259,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gradient_boosting,44,30,130,y_pred,20.0,0.0967741935483871,0.020161290322580645,0.0846774193548387,0.125,5.9470967741935485,0.16129032258064516,5.7858064516129035,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gradient_boosting,44,30,130,y_pred,30.0,0.16129032258064516,0.020161290322580645,0.07258064516129033,0.07258064516129033,3.7925806451612902,0.21370967741935484,3.5788709677419352,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gradient_boosting,44,30,130,y_pred,50.0,0.2661290322580645,0.024193548387096774,0.08064516129032258,0.016129032258064516,1.723951612903226,0.3225806451612903,1.4013709677419355,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru,42,30,130,y_pred,10.0,0.020161290322580645,0.012096774193548387,0.04838709677419355,0.1935483870967742,8.246935483870967,0.056451612903225805,8.190483870967743,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru,42,30,130,y_pred,20.0,0.11693548387096774,0.012096774193548387,0.056451612903225805,0.10080645161290322,4.715,0.16129032258064516,4.553709677419355,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru,42,30,130,y_pred,30.0,0.18951612903225806,0.020161290322580645,0.04435483870967742,0.04435483870967742,2.4140322580645166,0.21370967741935484,2.2003225806451616,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru,42,30,130,y_pred,50.0,0.29435483870967744,0.016129032258064516,0.04435483870967742,0.004032258064516129,0.9045161290322582,0.3225806451612903,0.5819354838709678,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru,43,30,130,y_pred,10.0,0.016129032258064516,0.012096774193548387,0.05241935483870968,0.1975806451612903,8.444516129032257,0.056451612903225805,8.388064516129031,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru,43,30,130,y_pred,20.0,0.10080645161290322,0.004032258064516129,0.06451612903225806,0.11290322580645161,5.2622580645161285,0.16129032258064516,5.1009677419354835,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru,43,30,130,y_pred,30.0,0.1774193548387097,0.016129032258064516,0.05241935483870968,0.05241935483870968,2.7996774193548384,0.21370967741935484,2.5859677419354834,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru,43,30,130,y_pred,50.0,0.2782258064516129,0.016129032258064516,0.06048387096774194,0.012096774193548387,1.3722580645161293,0.3225806451612903,1.0496774193548386,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru,44,30,130,y_pred,10.0,0.004032258064516129,0.0,0.05241935483870968,0.20967741935483872,8.915322580645162,0.056451612903225805,8.858870967741936,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru,44,30,130,y_pred,20.0,0.06854838709677419,0.004032258064516129,0.0967741935483871,0.14516129032258066,6.8429032258064515,0.16129032258064516,6.6816129032258065,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru,44,30,130,y_pred,30.0,0.17338709677419356,0.016129032258064516,0.056451612903225805,0.056451612903225805,2.997258064516129,0.21370967741935484,2.783548387096774,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru,44,30,130,y_pred,50.0,0.2862903225806452,0.020161290322580645,0.056451612903225805,0.016129032258064516,1.5025806451612902,0.3225806451612903,1.18,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru_safety_mse,42,30,130,y_pred,10.0,0.056451612903225805,0.036290322580645164,0.036290322580645164,0.15725806451612903,6.712903225806452,0.056451612903225805,6.656451612903226,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru_safety_mse,42,30,130,y_pred,20.0,0.1693548387096774,0.036290322580645164,0.028225806451612902,0.056451612903225805,2.714758064516129,0.16129032258064516,2.5534677419354836,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru_safety_mse,42,30,130,y_pred,30.0,0.23387096774193547,0.04032258064516129,0.020161290322580645,0.020161290322580645,1.2525806451612902,0.21370967741935484,1.0388709677419354,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru_safety_mse,42,30,130,y_pred,50.0,0.3387096774193548,0.036290322580645164,0.020161290322580645,0.0,0.5611290322580645,0.3225806451612903,0.2385483870967742,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru_safety_mse,43,30,130,y_pred,10.0,0.04435483870967742,0.020161290322580645,0.03225806451612903,0.1693548387096774,7.14241935483871,0.056451612903225805,7.085967741935484,mean,high_missed,1.0,0.02,10.0,40.0,30.0
FD004,gru_safety_mse,43,30,130,y_pred,20.0,0.14516129032258066,0.024193548387096774,0.04032258064516129,0.08064516129032258,3.7779032258064515,0.16129032258064516,3.616612903225806,mean,high_missed,1.0,0.02,10.0,40.0,30.0
