subset,model,lead_time,policy,maintenance_rate_mean,maintenance_rate_std,early_maintenance_rate_mean,early_maintenance_rate_std,late_maintenance_rate_mean,late_maintenance_rate_std,missed_critical_rate_mean,missed_critical_rate_std,expected_cost_mean,expected_cost_std,oracle_expected_cost_mean,oracle_expected_cost_std,decision_regret_mean,decision_regret_std
FD003,lstm,20.0,mean,0.11,0.009999999999999992,0.0,0.0,0.03,0.010000000000000004,0.09000000000000001,0.01,2.21,0.29000000000000004,0.14,0.0,2.07,0.28999999999999987
FD003,lstm,30.0,mean,0.19000000000000003,0.01732050807568877,0.01,0.0,0.02,0.017320508075688773,0.02,0.017320508075688773,0.7904666666666667,0.5027566144103262,0.20000000000000004,0.0,0.5904666666666667,0.5027566144103262
FD003,lstm,50.0,mean,0.29666666666666663,0.0057735026918962675,0.01,0.0,0.0033333333333333335,0.005773502691896258,0.0,0.0,0.33159999999999995,0.0519615242270663,0.29,0.0,0.0416,0.05196152422706632
FD003,random_forest,10.0,mean,0.05333333333333334,0.005773502691896254,0.0,0.0,0.006666666666666667,0.005773502691896258,0.14666666666666667,0.005773502691896247,3.0533333333333332,0.16743157806499148,0.06,0.0,2.9933333333333336,0.16743157806499148
FD003,random_forest,20.0,mean,0.12333333333333334,0.005773502691896261,0.0,0.0,0.016666666666666666,0.005773502691896258,0.07666666666666667,0.005773502691896256,1.8233333333333333,0.16743157806499148,0.14,0.0,1.6833333333333333,0.16743157806499148
FD003,random_forest,30.0,mean,0.19666666666666666,0.011547005383792509,0.02,0.0,0.023333333333333334,0.011547005383792514,0.023333333333333334,0.011547005383792514,0.8978666666666667,0.3348631561299829,0.20000000000000004,0.0,0.6978666666666666,0.3348631561299829
FD003,random_forest,50.0,mean,0.28,0.0,0.016666666666666666,0.005773502691896258,0.02666666666666667,0.005773502691896255,0.0,0.0,0.5483333333333333,0.058139258107868276,0.29,0.0,0.25833333333333336,0.05813925810786833
FD003,ridge,10.0,mean,0.07333333333333333,0.01154700538379252,0.02666666666666667,0.005773502691896256,0.013333333333333334,0.005773502691896258,0.12666666666666668,0.011547005383792528,2.743133333333333,0.27666624899566844,0.06,0.0,2.6831333333333336,0.27666624899566844
FD003,ridge,20.0,mean,0.09999999999999999,0.017320508075688773,0.006666666666666667,0.005773502691896258,0.04666666666666667,0.011547005383792516,0.09999999999999999,0.017320508075688773,2.5677333333333334,0.4436359468453087,0.14,0.0,2.427733333333333,0.4436359468453084
FD003,ridge,30.0,mean,0.15666666666666665,0.005773502691896261,0.0,0.0,0.043333333333333335,0.005773502691896256,0.043333333333333335,0.005773502691896256,1.4566666666666668,0.16743157806499126,0.20000000000000004,0.0,1.2566666666666666,0.16743157806499148
FD003,ridge,50.0,mean,0.22,0.0,0.0,0.0,0.07,0.0,0.016666666666666666,0.005773502691896258,1.2533333333333334,0.11547005383792516,0.29,0.0,0.9633333333333334,0.11547005383792519
FD003,tcn,10.0,mean,0.09333333333333334,0.020816659994661327,0.03666666666666667,0.023094010767585032,0.0033333333333333335,0.005773502691896258,0.11,0.017320508075688773,2.3322666666666665,0.296257275578733,0.06,0.0,2.2722666666666664,0.296257275578733
FD003,tcn,20.0,mean,0.1466666666666667,0.011547005383792521,0.02,0.01,0.013333333333333334,0.005773502691896258,0.056666666666666664,0.005773502691896255,1.4163333333333332,0.14023656204190593,0.14,0.0,1.2763333333333333,0.14023656204190596
FD003,tcn,30.0,mean,0.19999999999999998,0.009999999999999992,0.02,0.0,0.02,0.01,0.02,0.01,0.8012,0.29,0.20000000000000004,0.0,0.6012000000000001,0.29
FD003,tcn,50.0,mean,0.3066666666666667,0.023094010767585025,0.04666666666666666,0.02309401076758503,0.03,0.0,0.0,0.0,0.6156666666666667,0.02936551265231598,0.29,0.0,0.32566666666666666,0.029365512652316062
FD004,gradient_boosting,10.0,mean,0.02419354838709677,0.004032258064516129,0.01478494623655914,0.0023280252789904263,0.047043010752688165,0.0023280252789904246,0.1895161290322581,0.0040322580645161255,4.286881720430107,0.09702525676811796,0.056451612903225805,0.0,4.230430107526882,0.09702525676811796
FD004,gradient_boosting,20.0,mean,0.10483870967741936,0.006984075836971283,0.016129032258064516,0.004032258064516129,0.07258064516129031,0.010668352060744317,0.114247311827957,0.009312101115961707,3.1179569892473125,0.2857612368358842,0.16129032258064516,0.0,2.956666666666667,0.2857612368358842
FD004,gradient_boosting,30.0,mean,0.1747311827956989,0.012318751868160869,0.022849462365591395,0.0023280252789904267,0.06182795698924731,0.010147626929127351,0.06182795698924731,0.010147626929127351,2.0319354838709676,0.292060969288054,0.21370967741935484,0.0,1.818225806451613,0.2920609692880538
FD004,gradient_boosting,50.0,mean,0.2728494623655914,0.006159375934080425,0.025537634408602152,0.002328025278990425,0.07526881720430108,0.004656050557980849,0.016129032258064516,0.0,1.3548655913978493,0.04037362360721726,0.3225806451612903,0.0,1.032284946236559,0.040373623607217114
FD004,gru,10.0,mean,0.013440860215053764,0.00839381451397634,0.008064516129032258,0.006984075836971279,0.051075268817204304,0.0023280252789904315,0.2002688172043011,0.008393814513976354,4.530215053763441,0.17589671649407143,0.056451612903225805,0.0,4.473763440860215,0.17589671649407143
FD004,gru,20.0,mean,0.0954301075268817,0.024637503736321714,0.006720430107526882,0.004656050557980853,0.07258064516129033,0.02133670412148863,0.1196236559139785,0.02292838993176343,3.214247311827957,0.646523085622472,0.16129032258064516,0.0,3.0529569892473116,0.6465230856224721
FD004,gru,30.0,mean,0.1801075268817204,0.008393814513976335,0.01747311827956989,0.002328025278990425,0.051075268817204304,0.006159375934080431,0.051075268817204304,0.006159375934080431,1.715483870967742,0.17343975194467548,0.21370967741935484,0.0,1.5017741935483873,0.17343975194467567
FD004,gru,50.0,mean,0.2862903225806452,0.008064516129032265,0.01747311827956989,0.0023280252789904267,0.053763440860215055,0.00839381451397634,0.01075268817204301,0.00615937593408043,1.0447311827956989,0.19287661196639447,0.3225806451612903,0.0,0.7221505376344085,0.1928766119663944
FD004,gru_safety_mse,10.0,mean,0.041666666666666664,0.01629617695293298,0.022849462365591395,0.012318751868160862,0.03763440860215054,0.006159375934080432,0.17204301075268816,0.01629617695293299,3.8608333333333333,0.35771410430636075,0.056451612903225805,0.0,3.804381720430108,0.357714104306361
