subset,model,seed,window_size,max_rul,critical_threshold_checked,critical_count,critical_rmse,critical_mae,critical_overestimation_ratio,critical_overestimation_magnitude
FD003,random_forest,44,30,130,30.0,20,3.9806114299792763,2.6000805023680025,0.7,1.985499555999556
FD003,random_forest,44,30,130,50.0,29,4.745116901002241,3.2601480658549615,0.6551724137931034,2.3877193617366035
FD003,random_forest,44,30,130,70.0,47,11.055650660932212,7.149602701671852,0.7021276595744681,6.157023367294646
FD003,ridge,42,30,130,20.0,14,14.30117570507707,11.503845487322126,0.5,4.80326053074428
FD003,ridge,42,30,130,30.0,20,15.744134704524045,12.54238510131836,0.6,7.502358627319336
FD003,ridge,42,30,130,50.0,29,16.328282228983333,13.0724720132762,0.6896551724137931,9.550702982935412
FD003,ridge,42,30,130,70.0,47,19.347026774267086,15.773298304131691,0.7872340425531915,13.580042981086894
FD003,ridge,43,30,130,20.0,14,14.126163115951675,11.311326708112444,0.42857142857142855,4.443282536097935
FD003,ridge,43,30,130,30.0,20,14.811262755743147,11.83892593383789,0.45,6.342289733886719
FD003,ridge,43,30,130,50.0,29,15.295734661297686,12.183245034053408,0.5862068965517241,8.192759283657733
FD003,ridge,43,30,130,70.0,47,17.888288528354863,14.522353314338847,0.723404255319149,12.00809040475399
FD003,ridge,44,30,130,20.0,14,14.874849737098689,11.939008167811803,0.5,4.55017934526716
FD003,ridge,44,30,130,30.0,20,15.912920559181467,12.703363227844239,0.55,6.917407417297364
FD003,ridge,44,30,130,50.0,29,15.999029752437847,12.797835777545798,0.6206896551724138,8.622087149784482
FD003,ridge,44,30,130,70.0,47,19.126899828701713,15.48914483252992,0.7446808510638298,12.863345856362201
FD003,tcn,42,30,130,20.0,14,5.483213615962032,4.563256014285715,0.21428571428571427,0.7036756428571429
FD003,tcn,42,30,130,30.0,20,8.949043519189894,6.647492959999999,0.3,2.32101665
FD003,tcn,42,30,130,50.0,29,14.84036923920394,9.634966303448277,0.3793103448275862,4.957337931034482
FD003,tcn,42,30,130,70.0,47,19.267038959406264,13.191687612765957,0.48936170212765956,9.425772744680852
FD003,tcn,43,30,130,20.0,14,5.946715230036408,5.263316114285715,0.21428571428571427,1.5050204285714288
FD003,tcn,43,30,130,30.0,20,8.696639062241596,7.281881180000001,0.3,3.3261034
