subset,model,seed,window_size,max_rul,critical_threshold_checked,critical_count,critical_rmse,critical_mae,critical_overestimation_ratio,critical_overestimation_magnitude
FD003,tcn,43,30,130,50.0,29,14.077473030762762,9.598678055172416,0.3793103448275862,6.015091310344828
FD003,tcn,43,30,130,70.0,47,19.104394695220375,13.413160268085106,0.48936170212765956,9.88854425531915
FD003,tcn,44,30,130,20.0,14,3.6454949817446387,3.116620307142857,0.42857142857142855,1.316698057142857
FD003,tcn,44,30,130,30.0,20,4.739510227346428,3.7992016649999996,0.45,1.57016694
FD003,tcn,44,30,130,50.0,29,12.182377946671512,7.459783010344828,0.41379310344827586,4.429003579310345
FD003,tcn,44,30,130,70.0,47,17.970362438216203,11.618596623404256,0.5531914893617021,9.227700634042554
FD004,gradient_boosting,42,30,130,20.0,40,13.933832091356198,11.340229796366485,0.775,9.837579288667861
FD004,gradient_boosting,42,30,130,30.0,53,17.073380372300715,13.167990716042024,0.7924528301886793,11.705451278129786
FD004,gradient_boosting,42,30,130,50.0,80,19.848986018740767,15.516142577587264,0.775,13.764220550415194
FD004,gradient_boosting,42,30,130,70.0,97,21.30265398758284,16.494642367504337,0.7319587628865979,14.010145634790634
FD004,gradient_boosting,43,30,130,20.0,40,12.255531394832627,9.905162716553061,0.85,8.87082412183496
FD004,gradient_boosting,43,30,130,30.0,53,14.960867681411242,11.574639297874116,0.8301886792452831,10.405149136097014
FD004,gradient_boosting,43,30,130,50.0,80,17.96593442642553,13.951727588289685,0.8,12.350961639832608
FD004,gradient_boosting,43,30,130,70.0,97,19.917310944268667,15.224384117712484,0.7525773195876289,12.900089013080434
FD004,gradient_boosting,44,30,130,20.0,40,14.015440004028836,11.829124646958363,0.8,10.501491526472872
FD004,gradient_boosting,44,30,130,30.0,53,16.72176037159244,13.528784534944252,0.7924528301886793,12.000260856033664
FD004,gradient_boosting,44,30,130,50.0,80,19.977480487120946,15.740978131035149,0.775,13.995999443320528
FD004,gradient_boosting,44,30,130,70.0,97,21.61301787296959,16.946546057485467,0.7422680412371134,14.551477988556043
FD004,gru,42,30,130,20.0,40,10.532088090245454,8.191169412499999,0.85,7.47377885
FD004,gru,42,30,130,30.0,53,13.282937228795609,9.129857179245281,0.8490566037735849,8.248356245283018
FD004,gru,42,30,130,50.0,80,18.003611386895532,11.50930200625,0.8,10.0747496
FD004,gru,42,30,130,70.0,97,19.22126131787905,12.923086675257734,0.7731958762886598,11.046103546391754
FD004,gru,43,30,130,20.0,40,12.500581866987147,9.34463617,0.8,8.289946625
FD004,gru,43,30,130,30.0,53,17.037250482385268,11.136920958490567,0.8113207547169812,10.23038579245283
FD004,gru,43,30,130,50.0,80,20.014151784459166,13.420415209999998,0.7875,12.166571375
FD004,gru,43,30,130,70.0,97,20.350191597374103,14.19274583298969,0.7628865979381443,12.346031546391751
FD004,gru,44,30,130,20.0,40,15.247745585057206,11.605191300000001,0.875,11.45353465
FD004,gru,44,30,130,30.0,53,18.986990317484853,13.067419433962266,0.8679245283018868,12.792886547169813
FD004,gru,44,30,130,50.0,80,20.440364502524638,13.8193521,0.825,13.049609
FD004,gru,44,30,130,70.0,97,20.507429695011634,14.615951556701033,0.8041237113402062,13.203437979381444
FD004,gru_safety_mse,42,30,130,20.0,40,6.427213966199315,4.7530467825,0.575,3.33421
FD004,gru_safety_mse,42,30,130,30.0,53,6.824951126127178,5.2220500622641515,0.5471698113207547,3.3113709245283016
FD004,gru_safety_mse,42,30,130,50.0,80,10.540489526447907,7.38778374125,0.5,4.139766575
FD004,gru_safety_mse,42,30,130,70.0,97,12.100674328783498,8.614869332989691,0.4639175257731959,4.464423463917526
FD004,gru_safety_mse,43,30,130,20.0,40,8.761887787074127,6.874353635,0.7,5.0300975875
FD004,gru_safety_mse,43,30,130,30.0,53,12.196580969776617,8.366154988679245,0.660377358490566,6.287780726415094
FD004,gru_safety_mse,43,30,130,50.0,80,16.30399920551225,10.77117903,0.6,7.7827220312500005
FD004,gru_safety_mse,43,30,130,70.0,97,17.9713018842285,12.52201851958763,0.5979381443298969,8.664563819587627
FD004,gru_safety_mse,44,30,130,20.0,40,12.863777083649408,8.4025090175,0.825,7.617744500000001
FD004,gru_safety_mse,44,30,130,30.0,53,14.548114279870443,9.498576013207547,0.7924528301886793,8.478457471698114
FD004,gru_safety_mse,44,30,130,50.0,80,17.015304507019355,10.853003133749999,0.7375,9.244313700000001
FD004,gru_safety_mse,44,30,130,70.0,97,17.827740137828858,12.051836605154639,0.711340206185567,9.835176412371133
FD004,random_forest,42,30,130,20.0,40,11.091451507836158,7.927954542448292,0.825,7.464009006734007
FD004,random_forest,42,30,130,30.0,53,15.931588169051198,10.541837605615907,0.8490566037735849,10.177798796591249
FD004,random_forest,42,30,130,50.0,80,17.7682812776369,12.063559042809041,0.8,11.204217161195285
FD004,random_forest,42,30,130,70.0,97,19.684543565898306,13.6349547214908,0.7628865979381443,12.108465736153876
FD004,random_forest,43,30,130,20.0,40,10.173151579767751,7.352588416907167,0.75,6.821955411255412
FD004,random_forest,43,30,130,30.0,53,13.573886436652588,9.313360661874812,0.7735849056603774,8.80361370442974
FD004,random_forest,43,30,130,50.0,80,15.649967861374403,10.698464950443077,0.7625,9.805084780844156
FD004,random_forest,43,30,130,70.0,97,18.497971303078828,12.466596430964987,0.7216494845360825,10.991068449591644
FD004,random_forest,44,30,130,20.0,40,11.607944713297623,8.637415392015395,0.825,8.174794002525257
FD004,random_forest,44,30,130,30.0,53,15.513118486935719,10.861343184767714,0.8490566037735849,10.406661997331808
FD004,random_forest,44,30,130,50.0,80,17.566614121668433,12.254260910501538,0.8125,11.59479080167518
FD004,random_forest,44,30,130,70.0,97,20.108549733036984,14.020649619090342,0.7835051546391752,12.790968399679741
FD004,ridge,42,30,130,20.0,40,23.31247914341034,17.229739952087403,0.75,15.123273277282715
FD004,ridge,42,30,130,30.0,53,25.030175173757456,19.674029656176298,0.7924528301886793,17.77429846997531
FD004,ridge,42,30,130,50.0,80,27.052388595158984,22.49975471496582,0.8375,20.888338565826416
FD004,ridge,42,30,130,70.0,97,27.188297936457147,22.64979671202984,0.8144329896907216,20.84347471256846
FD004,ridge,43,30,130,20.0,40,21.742174570697912,15.846052169799805,0.725,14.024005126953124
FD004,ridge,43,30,130,30.0,53,23.364379893268225,17.988380144227225,0.7735849056603774,16.371288371535968
FD004,ridge,43,30,130,50.0,80,25.747971572289526,21.097875452041627,0.825,19.739074659347533
FD004,ridge,43,30,130,70.0,97,26.027259751463077,21.41329535258185,0.8041237113402062,19.789637850731918
FD004,ridge,44,30,130,20.0,40,22.058567211025043,16.170349025726317,0.725,14.596977710723877
FD004,ridge,44,30,130,30.0,53,23.945394471009312,18.563183910441847,0.7735849056603774,17.16712188720703
FD004,ridge,44,30,130,50.0,80,26.565231636826656,21.82329273223877,0.825,20.577090549468995
FD004,ridge,44,30,130,70.0,97,26.902496636698366,22.160256887219617,0.8041237113402062,20.683412571543272
FD004,tcn,42,30,130,20.0,40,12.23710509075579,10.801053662500001,0.95,10.693771512500001
FD004,tcn,42,30,130,30.0,53,13.1665777955059,11.420330028301887,0.9245283018867925,11.175203556603773
FD004,tcn,42,30,130,50.0,80,13.864421201252622,11.46567696875,0.875,10.751521981249999
FD004,tcn,42,30,130,70.0,97,15.931049569063832,12.807952448453607,0.8247422680412371,11.561390417525775
FD004,tcn,43,30,130,20.0,40,7.828586733341714,6.20658415,0.9,5.9419695375
FD004,tcn,43,30,130,30.0,53,10.480599285439958,7.817634698113208,0.8490566037735849,7.018239820754717
FD004,tcn,43,30,130,50.0,80,13.819623665843663,9.671283175,0.7375,7.67151159375
FD004,tcn,43,30,130,70.0,97,17.614979898477777,12.33858929896907,0.711340206185567,9.597250654639176
FD004,tcn,44,30,130,20.0,40,9.921191484557717,8.042141275,0.95,7.887461324999999
FD004,tcn,44,30,130,30.0,53,12.772300904814552,9.369011905660377,0.8867924528301887,8.94852013207547
FD004,tcn,44,30,130,50.0,80,13.478250188561491,9.50450065,0.775,8.3715848125
FD004,tcn,44,30,130,70.0,97,15.22821152551428,11.185483175257733,0.7525773195876289,9.008569278350514
