subset,split,model,window_size,hidden_size,num_layers,dropout,learning_rate,rmse_mean,mae_mean,nasa_s_score_mean,critical_rmse_50_mean,overestimation_ratio_mean,overestimation_magnitude_mean
FD001,test,mlp,30,64,1,0.2,0.001,16.34174737979127,12.707149105072022,506.0450804122504,8.709550472084752,0.52,7.294296731948853
FD001,validation,mlp,30,64,1,0.2,0.001,16.338819045430462,12.049873716673815,15134.502661165649,9.565021676909284,0.5488997555012225,6.531823902010626
FD004,test,mlp,30,64,1,0.2,0.001,26.251715206197737,20.68240900962584,16401.62427244564,29.69920761605413,0.5282258064516129,11.355499371405571
FD004,validation,mlp,30,64,1,0.2,0.001,24.373186060270825,19.2181246633839,497498.0889316028,25.163848293190668,0.5147271413082761,9.767749776058691
